Scheme Code,Division Code,Division Description,Treasury Code,Treasury,Grant Number,Grant Head Description,Major Head Code,Major Head Description,Scheme Code Description,Standard Object Code,Standard Object Description,Plan / Non-Plan,Voted / Charged,fiscal_year,Progressive Allotment,Actual Progressive Expenditure upto month (February),Provisional Current Month Expenditure(March),Total Expenditure Upto Month (March),% A/E,overall expenditure,excess
4202012020500,800.0,AGRA,7.0,MATHURA,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,"राजकीय उ.मा.विद्यालयों का भवन निर्माण, विस्तार, विद्युतीकरण एवं भूमि/भवन क्रय (जिला योजना)",24,वृहत् निर्माण कार्य,N,V,2020-2021,3751800,3751800.0,0,3751800.0,100.0,3751800.0,0.0
8009011010100,800.0,AGRA,7.0,MATHURA,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,580000.0,0,580000.0,0.0,580000.0,-580000.0
8009011010100,800.0,AGRA,68.0,FIROZABAD,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1450000.0,0,1450000.0,0.0,1450000.0,-1450000.0
8009011010100,800.0,AGRA,10.0,ETAH,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,598710.0,0,598710.0,0.0,598710.0,-598710.0
8009011010100,800.0,AGRA,6.0,ALIGARH,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1381051.0,0,1381051.0,0.0,1381051.0,-1381051.0
8009011010100,800.0,AGRA,8.0,AGRA,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2769759.0,0,2769759.0,0.0,2769759.0,-2769759.0
8009011010200,800.0,AGRA,9.0,MAINPURI,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,15094951.0,0,15094951.0,0.0,15094951.0,-15094951.0
8009011010200,800.0,AGRA,7.0,MATHURA,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,9522214.0,955088,10477302.0,0.0,9522214.0,-9522214.0
4202012033300,800.0,AGRA,9.0,MAINPURI,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,100000,0.0,0,0.0,0.0,0.0,0.0
4202012033300,800.0,AGRA,7.0,MATHURA,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,100000,0.0,0,0.0,0.0,0.0,0.0
4202012030500,800.0,AGRA,6.0,ALIGARH,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय महाविद्यालय़ों के निर्माणाधीन भवनों को पूर्ण किया जाना,24,वृहत् निर्माण कार्य,N,V,2020-2021,5000000,5000000.0,0,5000000.0,100.0,5000000.0,0.0
4202012033300,800.0,AGRA,8.0,AGRA,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,100000,100000.0,0,100000.0,100.0,100000.0,0.0
4202012033300,800.0,AGRA,6.0,ALIGARH,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,400000,400000.0,0,400000.0,100.0,400000.0,0.0
8009011010100,800.0,AGRA,8.0,AGRA,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,370000.0,0,370000.0,0.0,370000.0,-370000.0
8009011010100,800.0,AGRA,6.0,ALIGARH,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,774128.0,0,774128.0,0.0,774128.0,-774128.0
8009011010100,800.0,AGRA,10.0,ETAH,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1082983.0,0,1082983.0,0.0,1082983.0,-1082983.0
8009011010200,800.0,AGRA,10.0,ETAH,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,5355942.0,0,5355942.0,0.0,5355942.0,-5355942.0
8009011010200,800.0,AGRA,78.0,HATHRAS,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,6048142.0,0,6048142.0,0.0,6048142.0,-6048142.0
8009011010200,800.0,AGRA,68.0,FIROZABAD,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,4423019.0,0,4423019.0,0.0,4423019.0,-4423019.0
8009011010200,800.0,AGRA,6.0,ALIGARH,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,6470293.0,0,6470293.0,0.0,6470293.0,-6470293.0
8009011010200,800.0,AGRA,8.0,AGRA,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,9802576.0,0,9802576.0,0.0,9802576.0,-9802576.0
8009011010200,800.0,AGRA,9.0,MAINPURI,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,4691567.0,0,4691567.0,0.0,4691567.0,-4691567.0
8009011010200,800.0,AGRA,8.0,AGRA,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2292591.0,1100400,3392991.0,0.0,2292591.0,-2292591.0
8009011010200,800.0,AGRA,6.0,ALIGARH,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2234468.0,0,2234468.0,0.0,2234468.0,-2234468.0
8009011010100,800.0,AGRA,9.0,MAINPURI,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1500000.0,0,1500000.0,0.0,1500000.0,-1500000.0
8009011010200,800.0,AGRA,68.0,FIROZABAD,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,5161054.0,0,5161054.0,0.0,5161054.0,-5161054.0
4202012021700,800.0,AGRA,8.0,AGRA,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,2392000,2392000.0,0,2392000.0,100.0,2392000.0,0.0
4202012021700,800.0,AGRA,6.0,ALIGARH,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,5000000,5000000.0,0,5000000.0,100.0,5000000.0,0.0
4202012021700,800.0,AGRA,68.0,FIROZABAD,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,2392000,2392000.0,0,2392000.0,100.0,2392000.0,0.0
4202012021700,800.0,AGRA,88.0,KANSHI RAM NAGAR,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,2392000,2392000.0,0,2392000.0,100.0,2392000.0,0.0
4202012022700,800.0,AGRA,9.0,MAINPURI,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,सैनिक स्कूलों की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,35000000,35000000.0,0,35000000.0,100.0,35000000.0,0.0
8009011010100,800.0,AGRA,6.0,ALIGARH,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,7397181.0,0,7397181.0,0.0,7397181.0,-7397181.0
8009011010100,800.0,AGRA,10.0,ETAH,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,4638096.0,0,4638096.0,0.0,4638096.0,-4638096.0
8009011010200,800.0,AGRA,10.0,ETAH,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,414211.0,0,414211.0,0.0,414211.0,-414211.0
8009011010100,800.0,AGRA,78.0,HATHRAS,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,290000.0,0,290000.0,0.0,290000.0,-290000.0
8009011010100,800.0,AGRA,88.0,KANSHI RAM NAGAR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,450000.0,0,450000.0,0.0,450000.0,-450000.0
8009011010100,800.0,AGRA,9.0,MAINPURI,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,6882832.0,0,6882832.0,0.0,6882832.0,-6882832.0
8009011010100,800.0,AGRA,68.0,FIROZABAD,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,5318050.0,0,5318050.0,0.0,5318050.0,-5318050.0
8009011010200,800.0,AGRA,8.0,AGRA,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,21998628.0,0,21998628.0,0.0,21998628.0,-21998628.0
8009011010200,800.0,AGRA,88.0,KANSHI RAM NAGAR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,306305.0,0,306305.0,0.0,306305.0,-306305.0
8009011010100,800.0,AGRA,7.0,MATHURA,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,5851168.0,0,5851168.0,0.0,5851168.0,-5851168.0
8009011010200,800.0,AGRA,7.0,MATHURA,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1000000.0,0,1000000.0,0.0,1000000.0,-1000000.0
8009011010100,800.0,AGRA,8.0,AGRA,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,9454830.0,0,9454830.0,0.0,9454830.0,-9454830.0
8009011010200,800.0,AGRA,9.0,MAINPURI,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,680222.0,0,680222.0,0.0,680222.0,-680222.0
8009011010200,800.0,AGRA,78.0,HATHRAS,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,4075388.0,0,4075388.0,0.0,4075388.0,-4075388.0
8009011010200,800.0,AGRA,68.0,FIROZABAD,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,10840712.0,0,10840712.0,0.0,10840712.0,-10840712.0
8009011010200,800.0,AGRA,10.0,ETAH,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,16108956.0,0,16108956.0,0.0,16108956.0,-16108956.0
8009011010200,800.0,AGRA,6.0,ALIGARH,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,18272784.0,0,18272784.0,0.0,18272784.0,-18272784.0
8009011010200,800.0,AGRA,88.0,KANSHI RAM NAGAR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,7044697.0,1800000,8844697.0,0.0,7044697.0,-7044697.0
8009011010200,2200.0,ALLAHABAD,21.0,FATEHPUR,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,7037491.0,0,7037491.0,0.0,7037491.0,-7037491.0
8009011010200,2200.0,ALLAHABAD,53.0,PRATAPGARH,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,400000.0,0,400000.0,0.0,400000.0,-400000.0
8009011010100,2200.0,ALLAHABAD,21.0,FATEHPUR,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1150000.0,0,1150000.0,0.0,1150000.0,-1150000.0
8009011010100,2200.0,ALLAHABAD,82.0,KAUSHAMBI,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,100000.0,0,100000.0,0.0,100000.0,-100000.0
8009011010200,2200.0,ALLAHABAD,82.0,KAUSHAMBI,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,13725816.0,0,13725816.0,0.0,13725816.0,-13725816.0
8009011010100,2200.0,ALLAHABAD,53.0,PRATAPGARH,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3686073.0,0,3686073.0,0.0,3686073.0,-3686073.0
8009011010200,2200.0,ALLAHABAD,82.0,KAUSHAMBI,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3908233.0,0,3908233.0,0.0,3908233.0,-3908233.0
8009011010200,2200.0,ALLAHABAD,21.0,FATEHPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,23227979.0,0,23227979.0,0.0,23227979.0,-23227979.0
8009011010200,2200.0,ALLAHABAD,53.0,PRATAPGARH,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,19555947.0,0,19555947.0,0.0,19555947.0,-19555947.0
4202012021700,2200.0,ALLAHABAD,53.0,PRATAPGARH,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,15872000,15872000.0,0,15872000.0,100.0,15872000.0,0.0
4202012033300,2200.0,ALLAHABAD,53.0,PRATAPGARH,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,100000,0.0,0,0.0,0.0,0.0,0.0
8009011010100,2200.0,ALLAHABAD,82.0,KAUSHAMBI,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2201263.0,0,2201263.0,0.0,2201263.0,-2201263.0
8009011010200,2200.0,ALLAHABAD,82.0,KAUSHAMBI,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,350000.0,0,350000.0,0.0,350000.0,-350000.0
8009011010200,2200.0,ALLAHABAD,21.0,FATEHPUR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,4307300.0,0,4307300.0,0.0,4307300.0,-4307300.0
4202012033300,2200.0,ALLAHABAD,21.0,FATEHPUR,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,100000,100000.0,0,100000.0,100.0,100000.0,0.0
8009011010100,2200.0,ALLAHABAD,82.0,KAUSHAMBI,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,145000.0,0,145000.0,0.0,145000.0,-145000.0
8009011010100,2200.0,ALLAHABAD,53.0,PRATAPGARH,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1512580.0,0,1512580.0,0.0,1512580.0,-1512580.0
8009011010100,2200.0,ALLAHABAD,21.0,FATEHPUR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1100000.0,0,1100000.0,0.0,1100000.0,-1100000.0
8009011010100,2200.0,ALLAHABAD,21.0,FATEHPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2500000.0,0,2500000.0,0.0,2500000.0,-2500000.0
8009011010100,3400.0,AZAMGARH,31.0,BALLIA,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,5478768.0,0,5478768.0,0.0,5478768.0,-5478768.0
4202012021700,3400.0,AZAMGARH,31.0,BALLIA,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,7936000,7936000.0,0,7936000.0,100.0,7936000.0,0.0
8009011010200,3400.0,AZAMGARH,66.0,MAU,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,8308974.0,0,8308974.0,0.0,8308974.0,-8308974.0
8009011010100,3400.0,AZAMGARH,66.0,MAU,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,200000.0,0,200000.0,0.0,200000.0,-200000.0
8009011010100,3400.0,AZAMGARH,34.0,AZAMGARH,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,10835762.0,321052,11156814.0,0.0,10835762.0,-10835762.0
8009011010100,3400.0,AZAMGARH,66.0,MAU,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3188227.0,0,3188227.0,0.0,3188227.0,-3188227.0
8009011010200,3400.0,AZAMGARH,31.0,BALLIA,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,11230488.0,0,11230488.0,0.0,11230488.0,-11230488.0
8009011010100,3400.0,AZAMGARH,31.0,BALLIA,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,5860139.0,300000,6160139.0,0.0,5860139.0,-5860139.0
8009011010200,3400.0,AZAMGARH,66.0,MAU,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,10647660.0,0,10647660.0,0.0,10647660.0,-10647660.0
8009011010200,3400.0,AZAMGARH,34.0,AZAMGARH,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,20032979.0,1178100,21211079.0,0.0,20032979.0,-20032979.0
8009011010200,3400.0,AZAMGARH,34.0,AZAMGARH,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1000000.0,0,1000000.0,0.0,1000000.0,-1000000.0
8009011010100,3400.0,AZAMGARH,66.0,MAU,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,317782.0,0,317782.0,0.0,317782.0,-317782.0
8009011010200,3400.0,AZAMGARH,31.0,BALLIA,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,872901.0,0,872901.0,0.0,872901.0,-872901.0
8009011010200,3400.0,AZAMGARH,34.0,AZAMGARH,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,7895962.0,0,7895962.0,0.0,7895962.0,-7895962.0
8009011010200,3400.0,AZAMGARH,31.0,BALLIA,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,500000.0,0,500000.0,0.0,500000.0,-500000.0
4202012031600,3400.0,AZAMGARH,34.0,AZAMGARH,73,शिक्षा विभाग (उच्च शिक्षा),4202,,"राज्य विश्वविद्यालय, आजमगढ़",60,भूमि क्रय,N,V,2020-2021,191369000,156150258.0,41700,156191958.0,81.62,156150258.0,35218742.0
8009011010200,3400.0,AZAMGARH,66.0,MAU,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3822142.0,0,3822142.0,0.0,3822142.0,-3822142.0
4202012033300,3400.0,AZAMGARH,34.0,AZAMGARH,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,200000,0.0,0,0.0,0.0,0.0,0.0
8009011010200,2600.0,BANDA,25.0,SADAR TRY-HMRPR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1119307.0,0,1119307.0,0.0,1119307.0,-1119307.0
8009011010100,2600.0,BANDA,25.0,SADAR TRY-HMRPR,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,779760.0,0,779760.0,0.0,779760.0,-779760.0
8009011010100,2600.0,BANDA,87.0,CHITRAKOOT,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,236000.0,0,236000.0,0.0,236000.0,-236000.0
4202012033300,2600.0,BANDA,71.0,MAHOBA,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,100000,0.0,100000,100000.0,100.0,100000.0,0.0
8009011010100,2600.0,BANDA,26.0,BANDA,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,620000.0,0,620000.0,0.0,620000.0,-620000.0
8009011010200,2600.0,BANDA,71.0,MAHOBA,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1361467.0,0,1361467.0,0.0,1361467.0,-1361467.0
8009011010200,2600.0,BANDA,87.0,CHITRAKOOT,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,906700.0,0,906700.0,0.0,906700.0,-906700.0
8009011010100,2600.0,BANDA,25.0,SADAR TRY-HMRPR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,600000.0,0,600000.0,0.0,600000.0,-600000.0
8009011010200,2600.0,BANDA,71.0,MAHOBA,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,5196585.0,0,5196585.0,0.0,5196585.0,-5196585.0
8009011010200,2600.0,BANDA,71.0,MAHOBA,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2247090.0,0,2247090.0,0.0,2247090.0,-2247090.0
8009011010100,2600.0,BANDA,71.0,MAHOBA,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3034279.0,0,3034279.0,0.0,3034279.0,-3034279.0
8009011010100,2600.0,BANDA,25.0,SADAR TRY-HMRPR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,4178457.0,191742,4370199.0,0.0,4178457.0,-4178457.0
8009011010200,2600.0,BANDA,26.0,BANDA,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,19497129.0,0,19497129.0,0.0,19497129.0,-19497129.0
8009011010200,2600.0,BANDA,25.0,SADAR TRY-HMRPR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,15821978.0,0,15821978.0,0.0,15821978.0,-15821978.0
8009011010200,2600.0,BANDA,25.0,SADAR TRY-HMRPR,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1680452.0,0,1680452.0,0.0,1680452.0,-1680452.0
8009011010200,2600.0,BANDA,87.0,CHITRAKOOT,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1946600.0,0,1946600.0,0.0,1946600.0,-1946600.0
8009011010100,2600.0,BANDA,26.0,BANDA,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,4293114.0,0,4293114.0,0.0,4293114.0,-4293114.0
4202012020500,1100.0,BAREILLY,15.0,SHAHJAHANPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,"राजकीय उ.मा.विद्यालयों का भवन निर्माण, विस्तार, विद्युतीकरण एवं भूमि/भवन क्रय (जिला योजना)",24,वृहत् निर्माण कार्य,N,V,2020-2021,17201400,17201400.0,0,17201400.0,100.0,17201400.0,0.0
4202012021700,1100.0,BAREILLY,13.0,BADAUN,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,2392000,2392000.0,0,2392000.0,100.0,2392000.0,0.0
4202012021700,1100.0,BAREILLY,11.0,BAREILLY,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,2392000,2392000.0,0,2392000.0,100.0,2392000.0,0.0
4202012020400,1100.0,BAREILLY,13.0,BADAUN,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय उच्चतर माध्यमिक विद्यालयों की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,23544000,21744000.0,0,21744000.0,92.35,21744000.0,1800000.0
8009011010100,1100.0,BAREILLY,16.0,PILIBHIT,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2564061.0,0,2564061.0,0.0,2564061.0,-2564061.0
8009011010200,1100.0,BAREILLY,15.0,SHAHJAHANPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,18868282.0,353360,19221642.0,0.0,18868282.0,-18868282.0
8009011010200,1100.0,BAREILLY,11.0,BAREILLY,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,36077313.0,1913900,37991213.0,0.0,36077313.0,-36077313.0
8009011010200,1100.0,BAREILLY,16.0,PILIBHIT,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,12678933.0,0,12678933.0,0.0,12678933.0,-12678933.0
8009011010200,1100.0,BAREILLY,13.0,BADAUN,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,8838085.0,0,8838085.0,0.0,8838085.0,-8838085.0
8009011010100,1100.0,BAREILLY,13.0,BADAUN,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3073800.0,0,3073800.0,0.0,3073800.0,-3073800.0
8009011010100,1100.0,BAREILLY,11.0,BAREILLY,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,9246227.0,0,9246227.0,0.0,9246227.0,-9246227.0
8009011010100,1100.0,BAREILLY,15.0,SHAHJAHANPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3233055.0,0,3233055.0,0.0,3233055.0,-3233055.0
8009011010100,1100.0,BAREILLY,15.0,SHAHJAHANPUR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,400000.0,0,400000.0,0.0,400000.0,-400000.0
4202012021700,1100.0,BAREILLY,15.0,SHAHJAHANPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,17133000,17133000.0,0,17133000.0,100.0,17133000.0,0.0
8009011010100,1100.0,BAREILLY,13.0,BADAUN,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,300000.0,0,300000.0,0.0,300000.0,-300000.0
8009011010200,1100.0,BAREILLY,11.0,BAREILLY,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1829780.0,0,1829780.0,0.0,1829780.0,-1829780.0
8009011010100,1100.0,BAREILLY,13.0,BADAUN,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1436500.0,0,1436500.0,0.0,1436500.0,-1436500.0
8009011010100,1100.0,BAREILLY,15.0,SHAHJAHANPUR,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,11199.0,0,11199.0,0.0,11199.0,-11199.0
