Scheme Code,Division Code,Division Description,Treasury Code,Treasury,Grant Number,Grant Head Description,Major Head Code,Major Head Description,Scheme Code Description,Standard Object Code,Standard Object Description,Plan / Non-Plan,Voted / Charged,fiscal_year,Progressive Allotment,Actual Progressive Expenditure upto month (February),Provisional Current Month Expenditure(March),Total Expenditure Upto Month (March),% A/E,overall expenditure,excess
4202012020600,2000.0,KANPUR NAGAR,84.0,KANNAUJ,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,जिला स्तर पर शिक्षा कार्यालय तथा आवासीय भवनों का निर्माण (जिला योजना),24,वृहत् निर्माण कार्य,N,V,2020-2021,4000000,4000000.0,0,4000000.0,100.0,4000000.0,0.0
8009011010200,2000.0,KANPUR NAGAR,62.0,KANPUR DEHAT,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2430461.0,0,2430461.0,0.0,2430461.0,-2430461.0
8009011010200,2000.0,KANPUR NAGAR,84.0,KANNAUJ,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,651617.0,0,651617.0,0.0,651617.0,-651617.0
4202012021700,2000.0,KANPUR NAGAR,62.0,KANPUR DEHAT,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,10328000,4784000.0,5544000,10328000.0,100.0,4784000.0,5544000.0
8009011010100,2000.0,KANPUR NAGAR,81.0,AURAIYA,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2197572.0,0,2197572.0,0.0,2197572.0,-2197572.0
8009011010200,2000.0,KANPUR NAGAR,62.0,KANPUR DEHAT,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,11356628.0,0,11356628.0,0.0,11356628.0,-11356628.0
8009011010200,2000.0,KANPUR NAGAR,20.0,KANPUR NAGAR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,276992.0,0,276992.0,0.0,276992.0,-276992.0
8009011010200,2000.0,KANPUR NAGAR,84.0,KANNAUJ,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,6945763.0,0,6945763.0,0.0,6945763.0,-6945763.0
8009011010100,2000.0,KANPUR NAGAR,84.0,KANNAUJ,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,160000.0,0,160000.0,0.0,160000.0,-160000.0
8009011010200,2000.0,KANPUR NAGAR,81.0,AURAIYA,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,165549.0,0,165549.0,0.0,165549.0,-165549.0
8009011010200,2000.0,KANPUR NAGAR,20.0,KANPUR NAGAR,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,4016466.0,0,4016466.0,0.0,4016466.0,-4016466.0
4202012033300,2000.0,KANPUR NAGAR,19.0,ETAWAH,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,100000,100000.0,0,100000.0,100.0,100000.0,0.0
4202012033300,2000.0,KANPUR NAGAR,84.0,KANNAUJ,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,100000,0.0,0,0.0,0.0,0.0,0.0
8009011010100,2000.0,KANPUR NAGAR,20.0,KANPUR NAGAR,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,300000.0,0,300000.0,0.0,300000.0,-300000.0
8009011010100,2000.0,KANPUR NAGAR,19.0,ETAWAH,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,361093.0,0,361093.0,0.0,361093.0,-361093.0
8009011010200,2000.0,KANPUR NAGAR,81.0,AURAIYA,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,5580276.0,0,5580276.0,0.0,5580276.0,-5580276.0
4202012033300,2000.0,KANPUR NAGAR,18.0,FARRUKHABAD,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2020-2021,100000,0.0,0,0.0,0.0,0.0,0.0
8009011010200,2000.0,KANPUR NAGAR,18.0,FARRUKHABAD,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,27030518.0,450000,27480518.0,0.0,27030518.0,-27030518.0
8009011010100,2000.0,KANPUR NAGAR,81.0,AURAIYA,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,200000.0,0,200000.0,0.0,200000.0,-200000.0
8009011010100,2000.0,KANPUR NAGAR,62.0,KANPUR DEHAT,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,360000.0,0,360000.0,0.0,360000.0,-360000.0
8009011010100,2000.0,KANPUR NAGAR,20.0,KANPUR NAGAR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,7709406.0,0,7709406.0,0.0,7709406.0,-7709406.0
8009011010200,2000.0,KANPUR NAGAR,18.0,FARRUKHABAD,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,5262014.0,300000,5562014.0,0.0,5262014.0,-5262014.0
8009011010200,2000.0,KANPUR NAGAR,19.0,ETAWAH,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,15452313.0,1000000,16452313.0,0.0,15452313.0,-15452313.0
8009011010200,4300.0,LUCKNOW COLL.,47.0,HARDOI,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,18441056.0,0,18441056.0,0.0,18441056.0,-18441056.0
4202012021700,4300.0,LUCKNOW COLL.,45.0,RAEBARELI,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,7936000,7936000.0,0,7936000.0,100.0,7936000.0,0.0
4202012021700,4300.0,LUCKNOW COLL.,48.0,KHERI,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,7176000,7176000.0,0,7176000.0,100.0,7176000.0,0.0
4202012021700,4300.0,LUCKNOW COLL.,47.0,HARDOI,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,7936000,7936000.0,0,7936000.0,100.0,7936000.0,0.0
8009011010100,4300.0,LUCKNOW COLL.,46.0,SITAPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,5201249.0,375000,5576249.0,0.0,5201249.0,-5201249.0
8009011010100,4300.0,LUCKNOW COLL.,44.0,UNNAO TREASURY,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,5485653.0,0,5485653.0,0.0,5485653.0,-5485653.0
8009011010200,4300.0,LUCKNOW COLL.,89.0,CSMAHARAJ NAGAR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,16377831.0,0,16377831.0,0.0,16377831.0,-16377831.0
8009011010200,4300.0,LUCKNOW COLL.,44.0,UNNAO TREASURY,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,16406533.0,0,16406533.0,0.0,16406533.0,-16406533.0
8009011010200,4300.0,LUCKNOW COLL.,46.0,SITAPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,23157682.0,150000,23307682.0,0.0,23157682.0,-23157682.0
8009011010200,4300.0,LUCKNOW COLL.,45.0,RAEBARELI,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,27513710.0,65000,27578710.0,0.0,27513710.0,-27513710.0
4202012021300,4300.0,LUCKNOW COLL.,46.0,SITAPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय माध्यमिक विद्यालय (बालक/बालिका),25,लघु निर्माण कार्य,N,V,2020-2021,300000,300000.0,0,300000.0,100.0,300000.0,0.0
8009011010200,4300.0,LUCKNOW COLL.,43.0,LUCKNOW COLL.,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,74624084.0,3292100,77916184.0,0.0,74624084.0,-74624084.0
8009011010200,4300.0,LUCKNOW COLL.,48.0,KHERI,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,16342052.0,0,16342052.0,0.0,16342052.0,-16342052.0
4202012021700,4300.0,LUCKNOW COLL.,89.0,CSMAHARAJ NAGAR,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,2416000,2416000.0,0,2416000.0,100.0,2416000.0,0.0
4202012020102,4300.0,LUCKNOW COLL.,60.0,LUCKNOW-JB,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,समग्र शिक्षा अभियान के अन्तर्गत विभिन्न निर्माण / अवस्‍थापना सुविधाओं का विकास (के.60/रा.40.-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2020-2021,800000000,800000000.0,0,800000000.0,100.0,800000000.0,0.0
4202012021300,4300.0,LUCKNOW COLL.,44.0,UNNAO TREASURY,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय माध्यमिक विद्यालय (बालक/बालिका),25,लघु निर्माण कार्य,N,V,2020-2021,299313,0.0,299313,299313.0,100.0,299313.0,0.0
4202012021700,4300.0,LUCKNOW COLL.,44.0,UNNAO TREASURY,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,9784000,9784000.0,0,9784000.0,100.0,9784000.0,0.0
4202012021300,4300.0,LUCKNOW COLL.,89.0,CSMAHARAJ NAGAR,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय माध्यमिक विद्यालय (बालक/बालिका),25,लघु निर्माण कार्य,N,V,2020-2021,598803,598803.0,0,598803.0,100.0,598803.0,0.0
4202012020400,4300.0,LUCKNOW COLL.,45.0,RAEBARELI,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय उच्चतर माध्यमिक विद्यालयों की स्थापना,24,वृहत् निर्माण कार्य,N,V,2020-2021,7000000,7000000.0,0,7000000.0,100.0,7000000.0,0.0
4202012030800,4300.0,LUCKNOW COLL.,60.0,LUCKNOW-JB,73,शिक्षा विभाग (उच्च शिक्षा),4202,,"अरबी फारसी विश्वविद्यालय, लखनऊ",24,वृहत् निर्माण कार्य,N,V,2020-2021,50000000,50000000.0,0,50000000.0,100.0,50000000.0,0.0
8009011010200,4300.0,LUCKNOW COLL.,60.0,LUCKNOW-JB,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,15116718.0,137432,15254150.0,0.0,15116718.0,-15116718.0
4202012022300,4300.0,LUCKNOW COLL.,43.0,LUCKNOW COLL.,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,उत्तर प्रदेश सैनिक स्कूल,24,वृहत् निर्माण कार्य,N,V,2020-2021,28759000,100000.0,28659000,28759000.0,100.0,100000.0,28659000.0
8009011010200,4300.0,LUCKNOW COLL.,44.0,UNNAO TREASURY,73,शिक्षा विभाग (उच्च शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1016585.0,0,1016585.0,0.0,1016585.0,-1016585.0
8009011010100,4300.0,LUCKNOW COLL.,47.0,HARDOI,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,4263314.0,731175,4994489.0,0.0,4263314.0,-4263314.0
4202012010101,4300.0,LUCKNOW COLL.,43.0,LUCKNOW COLL.,71,शिक्षा विभाग (प्राथमिक शिक्षा),4202,,समग्र शिक्षा अभियान के अन्तर्गत प्राथमिक एवं उच्च प्राथमिक विद्यालयों में अवस्थापना सुविधाओं का विकास (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2020-2021,1300000000,1300000000.0,0,1300000000.0,100.0,1300000000.0,0.0
8009011010100,4300.0,LUCKNOW COLL.,44.0,UNNAO TREASURY,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,480000.0,0,480000.0,0.0,480000.0,-480000.0
8009011010200,4300.0,LUCKNOW COLL.,48.0,KHERI,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3094164.0,0,3094164.0,0.0,3094164.0,-3094164.0
8009011010100,4300.0,LUCKNOW COLL.,45.0,RAEBARELI,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,4723568.0,0,4723568.0,0.0,4723568.0,-4723568.0
8009011010100,4300.0,LUCKNOW COLL.,46.0,SITAPUR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1850000.0,0,1850000.0,0.0,1850000.0,-1850000.0
8009011010200,4300.0,LUCKNOW COLL.,43.0,LUCKNOW COLL.,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2675000.0,0,2675000.0,0.0,2675000.0,-2675000.0
8009011010200,4300.0,LUCKNOW COLL.,60.0,LUCKNOW-JB,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,11966962.0,800000,12766962.0,0.0,11966962.0,-11966962.0
8009011010200,4300.0,LUCKNOW COLL.,44.0,UNNAO TREASURY,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,218954.0,0,218954.0,0.0,218954.0,-218954.0
8009011010200,4300.0,LUCKNOW COLL.,47.0,HARDOI,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3281700.0,0,3281700.0,0.0,3281700.0,-3281700.0
8009011010100,4300.0,LUCKNOW COLL.,60.0,LUCKNOW-JB,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2601074.0,0,2601074.0,0.0,2601074.0,-2601074.0
8009011010200,4300.0,LUCKNOW COLL.,45.0,RAEBARELI,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,1100000.0,0,1100000.0,0.0,1100000.0,-1100000.0
8009011010200,4300.0,LUCKNOW COLL.,46.0,SITAPUR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2249959.0,0,2249959.0,0.0,2249959.0,-2249959.0
8009011010100,4300.0,LUCKNOW COLL.,43.0,LUCKNOW COLL.,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,914466.0,0,914466.0,0.0,914466.0,-914466.0
8009011010200,4300.0,LUCKNOW COLL.,89.0,CSMAHARAJ NAGAR,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2037000.0,0,2037000.0,0.0,2037000.0,-2037000.0
8009011010100,4300.0,LUCKNOW COLL.,48.0,KHERI,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,2143958.0,0,2143958.0,0.0,2143958.0,-2143958.0
8009011010100,4300.0,LUCKNOW COLL.,47.0,HARDOI,71,शिक्षा विभाग (प्राथमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,3982000.0,0,3982000.0,0.0,3982000.0,-3982000.0
4202012030203,4300.0,LUCKNOW COLL.,60.0,LUCKNOW-JB,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राज्य विश्वविद्यालयो में आधारभूत सुविधाएं उपलब्ध कराया जाना (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2020-2021,66500002,31500002.0,0,31500002.0,47.37,31500002.0,35000000.0
8009011010100,4300.0,LUCKNOW COLL.,45.0,RAEBARELI,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,15172915.0,0,15172915.0,0.0,15172915.0,-15172915.0
8009011010100,4300.0,LUCKNOW COLL.,60.0,LUCKNOW-JB,72,शिक्षा विभाग (माध्यमिक शिक्षा),8009,,-,0,-,N,V,2020-2021,0,4741488.0,250000,4991488.0,0.0,4741488.0,-4741488.0
